"","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant"
"Ttll12",1.12848925893347,8.06301720310134,57.2542840738415,7.40058246063932e-18,4.75297221210406e-16,31.3672152371114,"up"
"Anxa2",1.22235302962668,9.48118647661527,57.2010353701658,7.49619795966681e-18,4.75742327432472e-16,31.3539273765566,"up"
"Lpcat4",1.42983895923631,6.82478646341106,57.1940694156661,7.5088039246636e-18,4.75742327432472e-16,31.3521880991259,"up"
"Syce2",-2.71511535016005,5.48479713592202,-57.1926603564529,7.51135659581245e-18,4.75742327432472e-16,31.3518362542975,"down"
"Afap1l2",1.88136103208163,6.17389319293795,56.974931322866,7.91720070758764e-18,4.99146818922406e-16,31.2973582287666,"up"
"G6pdx",1.20783927505237,7.59631035113459,56.8053267048209,8.24961736299883e-18,5.17729411128109e-16,31.2547683910708,"up"
"Pck2",-1.40928795771107,7.49421171663725,-56.7605407803774,8.33987090635099e-18,5.21014480622218e-16,31.2434996103688,"down"
"Dpysl5",1.49774602128781,6.71698088726401,56.6313803635739,8.6061368587096e-18,5.35216040661107e-16,31.2109482026537,"up"
"Lncenc1",3.99744936527033,3.44843895387852,56.5975099084929,8.67745941207165e-18,5.37220730448255e-16,31.2023990593877,"up"
"Bicc1",-1.2207762890441,8.40064745460382,-56.5133483668386,8.85743983660555e-18,5.45904274055187e-16,31.1811326253824,"down"
"Sorbs2",1.33238437101404,7.52501832050109,56.3028899628879,9.32525705907861e-18,5.72171129553466e-16,31.1278057538648,"up"
"Gan",1.65512923375164,6.38154591791013,56.2470187814037,9.45385119907585e-18,5.77483248355993e-16,31.1136134508535,"up"
"Cyp39a1",-1.96426924421861,5.21705948722936,-56.1975351443216,9.56933152371759e-18,5.81950851601657e-16,31.101031247404,"down"
"Acsl4",1.28839319650994,8.16251805671529,56.1353005683914,9.71671993134332e-18,5.88311007649263e-16,31.0851902225172,"up"
"Emilin1",-1.96264611252406,6.26467008542271,-56.0098233255951,1.00213354868167e-17,6.04093135661441e-16,31.0531950509116,"down"
"Cpe",-1.13411327838601,7.84477315137077,-55.9606583131434,1.01434685376455e-17,6.06598382185381e-16,31.0406379087958,"down"
"Boc",-5.58926374492187,2.09391736462105,-55.9575808924767,1.01511661745225e-17,6.06598382185381e-16,31.03985152299,"down"
"Msln",1.17052002814775,7.90321398835779,55.9026188367354,1.0289704038845e-17,6.12215118224612e-16,31.0257991443785,"up"
"Wsb2",1.13456224151054,8.17211605732023,55.8841595751771,1.033668613112e-17,6.12359543905661e-16,31.0210763129562,"up"
"Lrp5",-2.0193409153829,6.03510043177665,-55.7775769885656,1.06124935214621e-17,6.26000476218775e-16,30.9937747193617,"down"
"Unc119b",1.2626517781402,7.19215939749763,55.6561024191799,1.09364880515583e-17,6.42355093079559e-16,30.9625912119731,"up"
"Dyrk2",-1.68474949067688,6.19117674754039,-55.5876365433983,1.11237575163164e-17,6.50574141720221e-16,30.9449837817148,"down"
"Klf6",1.48781216918444,6.73219370657526,55.5088915332479,1.13434021359034e-17,6.5867575186368e-16,30.9247045263629,"up"
"Cab39l",1.71181348083591,5.94168407288629,55.5036696524392,1.13581310529462e-17,6.5867575186368e-16,30.9233586584065,"up"
"Smad1",-2.8692669663411,4.36259221752772,-55.4615972070104,1.14775518766754e-17,6.6280450837406e-16,30.9125101856261,"down"
"Ralgps2",1.63075078038053,6.47895903252887,55.3199925705213,1.18894804640933e-17,6.78825507141499e-16,30.8759332075786,"up"
"Tinagl1",1.33694803962443,7.63024577779696,55.3179439652529,1.18955549078449e-17,6.78825507141499e-16,30.8754033209201,"up"
"Trp53",-1.4954166168747,6.78813093024917,-55.3153827839863,1.19031539014189e-17,6.78825507141499e-16,30.8747408236276,"down"
"Nedd9",1.5108725590638,6.31110862056438,55.2802064666211,1.20080497574799e-17,6.81977834160344e-16,30.8656385373292,"up"
"Cnpy3",-1.3255781265914,6.53955880103646,-55.1706898520992,1.23410223893459e-17,6.98004163453375e-16,30.8372606520204,"down"
"Lipg",-2.07131832283905,5.21233779090035,-55.1191271819547,1.25012072552326e-17,7.04166362770152e-16,30.8238791828072,"down"
"Loxl3",-2.08293432269022,5.30941935441252,-55.0784101714248,1.26292735597027e-17,7.08476472671648e-16,30.8133030323036,"down"
"Deptor",-1.38699144609753,6.56582385471814,-55.0088420957755,1.2851349847083e-17,7.18003871131335e-16,30.7952137940021,"down"
"Emilin2",5.07866080517917,2.98492422372835,54.8414828788922,1.34029278140205e-17,7.45788825408494e-16,30.7515977185905,"up"
"Aldh18a1",-1.08914679473365,8.09194062686014,-54.7788848596145,1.36157114348534e-17,7.5457394338962e-16,30.7352477706242,"down"
"Slc45a4",1.10574829317466,8.11089526432137,54.6519660322828,1.4058330243958e-17,7.75974662140395e-16,30.7020373979699,"up"
"Ano6",1.19075317532826,8.41760961250534,54.6244473579713,1.41563190671315e-17,7.78257797034622e-16,30.6948259726707,"up"
"Igsf3",-1.32358803730396,7.40622957339219,-54.5470177942605,1.44359800670133e-17,7.90470557932392e-16,30.6745145669462,"down"
"Pdgfb",1.64166720325138,6.48107534990269,54.4536896498991,1.47809577178187e-17,8.06148741562302e-16,30.6499922376604,"up"
"Pacsin2",1.05127527198807,8.85201680496504,54.1949342995844,1.57844660668138e-17,8.57477081511022e-16,30.581771202278,"up"
"Foxp4",-1.38073257835537,7.93629417529618,-54.0113565483449,1.65405903957526e-17,8.95015253540248e-16,30.533162634541,"down"
"Lamb1",-1.16335503068729,8.53643458982977,-53.9447018322831,1.68246595763394e-17,9.0681616163611e-16,30.5154704752713,"down"
"Tesc",2.15808891466656,5.79667640465565,53.8502928274514,1.72359962010432e-17,9.25357546043505e-16,30.4903721203472,"up"
"Gsr",1.23276592063259,7.46156914731306,53.7986515056039,1.74655451735073e-17,9.34032890524064e-16,30.4766238475091,"up"
"Smarca5",-1.35600253177645,8.68314727534064,-53.6581590464921,1.81067887209311e-17,9.64572496823556e-16,30.4391507585135,"down"
"Dlg5",1.20147854190053,7.49225536709085,53.6133411543605,1.83166220997979e-17,9.71983220616302e-16,30.4271749347225,"up"
"Gipc2",3.34269186137963,4.28176363765204,53.5886950877653,1.84331222808317e-17,9.74403202414428e-16,30.420584756621,"up"
"Ckap4",-1.15019427299377,7.76815816696532,-53.5700352252617,1.85218543370552e-17,9.75342398499947e-16,30.4155931272793,"down"
"Kctd10",1.28190250312436,7.44476675756964,53.4953442807856,1.88816383643248e-17,9.90493273585041e-16,30.39559453002,"up"
"Glul",-1.16936617909757,7.56558218590086,-53.4526123592655,1.90908396532402e-17,9.97659696555638e-16,30.3841398081585,"down"
"Otud4",-1.32998490637773,7.86294943646211,-53.4061667634086,1.93210428405869e-17,1.00586520000389e-15,30.3716786856436,"down"
"Klhdc3",-1.32176100490892,6.99983771314519,-53.3216680101055,1.97475188669558e-17,1.02418829927336e-15,30.3489788768799,"down"
"Bcam",2.07521118931234,6.5008501455884,53.1542460538633,2.06226154207854e-17,1.06555348249351e-15,30.3038907591623,"up"
"Plat",2.11254680375695,5.08170460001717,53.0677450062202,2.10909530788674e-17,1.08567063339308e-15,30.2805368740993,"up"
"Plekhg4",-2.32563715462761,5.09793428509461,-53.0260808688366,2.13205892429686e-17,1.0933961886394e-15,30.2692739726687,"down"
"Baiap2l1",1.2689800207879,7.73718983853273,53.0084243185501,2.14187123359525e-17,1.0943449157819e-15,30.2644981457833,"up"
"Kras",1.30980603754577,6.8335951322122,52.9072444017779,2.19904168796972e-17,1.11939366516503e-15,30.2370983024171,"up"
"Upk3b",0.982808986315874,9.30766736925263,52.8759575932964,2.21704932018688e-17,1.12439578806821e-15,30.2286146081587,"up"
"Alad",1.42693776343655,6.97196669041846,52.8366859733068,2.23987676479305e-17,1.13179655350426e-15,30.2179583069202,"up"
"Xdh",-1.70509521852123,5.84527943587465,-52.7887120803506,2.26810498843078e-17,1.14186208648325e-15,30.20492937887,"down"
"Gmpr",-1.75375688907577,5.84742332956295,-52.745989181473,2.29356459888117e-17,1.15046539587675e-15,30.1933160791132,"down"
"Emp1",1.49176666384015,8.35979817869211,52.6852939954419,2.33026242141484e-17,1.16459210858339e-15,30.1768004307227,"up"
"Slc30a1",1.47270271860253,6.47568690723307,52.6715254595877,2.3386744904614e-17,1.16459210858339e-15,30.1730511256734,"up"
"Rnf150",-2.03110820045807,6.00904701389652,-52.6061141563686,2.37908544183783e-17,1.1787573201371e-15,30.1552249515175,"down"
"Ncoa3",1.47194526877244,6.48659561015581,52.5978030225757,2.38427339201189e-17,1.1787573201371e-15,30.1529583016177,"up"
"Ltbp1",-1.38502535172591,6.63764482991938,-52.5524099514905,2.41282332000271e-17,1.18859654874972e-15,30.1405718707589,"down"
"Rassf2",-1.71075962642765,5.88346503433695,-52.4180281253525,2.4995119121599e-17,1.2269032757402e-15,30.1038372006708,"down"
"Grik5",-2.94760508838959,4.2006669731086,-52.2551023519804,2.60911586991003e-17,1.27552373174241e-15,30.0591671962592,"down"
"Lox",-0.978498642910549,9.48912272570585,-52.2434853899911,2.61712523538533e-17,1.27552373174241e-15,30.0559765582835,"down"
"Bace1",-1.71985123284671,6.41031239954282,-52.2194720590662,2.63376499477163e-17,1.27909774163044e-15,30.0493788597086,"down"
"Cdh2",-1.21729775541542,6.88558611472627,-52.1530730212073,2.68036852287742e-17,1.29714735839533e-15,30.031119074254,"down"
"Ywhaz",1.03895872369729,10.0975752188697,52.1264870330125,2.69927556571333e-17,1.30171380263733e-15,30.0238010823206,"up"
"Gpam",-1.23380442961347,6.89103255309884,-51.9012494506197,2.86531249166515e-17,1.37695296802258e-15,29.961645543422,"down"
"Ptgs2",2.39728073048333,4.68876507396126,51.8742698387366,2.88592345371638e-17,1.38202550341038e-15,29.9541814469156,"up"
"Pacs1",-1.36919363312571,6.5924854243033,-51.8196677424396,2.9281243650898e-17,1.39736601645119e-15,29.9390629627226,"down"
"Elmod2",-1.56233081076297,6.21609917849492,-51.7501470503715,2.98281524956932e-17,1.41854023495089e-15,29.9197896123248,"down"
"Lrp8",2.24980135139581,5.0148873873756,51.6687066678399,3.04827932136341e-17,1.44467417216616e-15,29.8971772693291,"up"
"Zfp330",-1.62536099988206,6.38011673714447,-51.586441928049,3.11597206114981e-17,1.4716810999465e-15,29.8742981665411,"down"
"Rab3il1",-4.08997489904359,3.67296703836826,-51.5600352232994,3.13804140913214e-17,1.47702880572302e-15,29.8669459623284,"down"
"Bok",1.55173853092519,6.89502401122246,51.5325786230959,3.16116597806758e-17,1.4827767176758e-15,29.8592972683707,"up"
"Dact2",3.18408008705748,3.74577009455536,51.5199889636123,3.17183028955679e-17,1.4827767176758e-15,29.8557886922569,"up"
"Aacs",1.27424258290569,6.69727355956258,51.4548091766734,3.22766216246064e-17,1.50376233087658e-15,29.837609580683,"up"
"Klhl24",-1.63564089442148,5.77757714952108,-51.2624775489468,3.39863906877149e-17,1.57684144631528e-15,29.7838262865863,"down"
"Pals2",-1.58652827514436,6.07223331689325,-51.252833139006,3.40746441760504e-17,1.57684144631528e-15,29.7811237908886,"down"
"Fdft1",1.37152095850536,6.57662639019256,51.1861176863599,3.46919074246027e-17,1.59724084227106e-15,29.7624146466697,"up"
"Slc1a5",-1.35526148859393,7.33591088695626,-51.1801298838858,3.4747890849756e-17,1.59724084227106e-15,29.7607342299945,"down"
"Zfp354c",-3.64558730070474,3.14272572024825,-51.0926111548494,3.55772993866268e-17,1.62991467589933e-15,29.7361495151001,"down"
"Fndc4",-3.95092868225685,3.93993471111378,-51.0378320256771,3.61072164813428e-17,1.64869629009826e-15,29.7207392278468,"down"
"Tgfbr1",1.51822238055968,6.27578523692375,50.9449113083535,3.70255479120774e-17,1.6850302334556e-15,29.694559535759,"up"
"Trabd2b",-2.71030812928803,4.5197416812478,-50.8973361147174,3.75053935842726e-17,1.70123475056846e-15,29.6811362908972,"down"
"Dock5",1.09020478745069,7.9998602126783,50.874963029752,3.7733350032399e-17,1.70172815424118e-15,29.6748192415072,"up"
"Farsa",-1.20286527119591,7.55294352277929,-50.8656891322436,3.7828275528529e-17,1.70172815424118e-15,29.6721999027363,"down"
"Tle4",1.45122922723223,6.12698542138496,50.8598943621245,3.78877193828436e-17,1.70172815424118e-15,29.6705629628392,"up"
"Chst15",2.57155586898377,5.11700065720729,50.641992880936,4.01972915226189e-17,1.79958167650448e-15,29.6088672266301,"up"
"Setd7",-0.983205593531181,7.8601243382114,-50.5333246108976,4.14050751691439e-17,1.84763426339193e-15,29.5779957550675,"down"
"Aebp1",-1.09744901616286,8.74004986305452,-50.4668746454287,4.21627484057874e-17,1.87076303647117e-15,29.5590839098971,"down"
"Qsox1",-1.60289967516272,5.95426295026285,-50.4640211317075,4.21956156363549e-17,1.87076303647117e-15,29.5582712105474,"down"
"Arhgap29",-1.17500326134686,7.77537882999374,-50.274962546021,4.44356142964831e-17,1.96247698990113e-15,29.5043190702011,"down"
"Gata4",1.32053353424836,7.41713931270212,50.2655982622036,4.45498268953109e-17,1.96247698990113e-15,29.5016412654639,"up"
"Fkbp10",-1.08737613264725,8.06168364401555,-50.1538415253856,4.59374328645362e-17,2.01713762712519e-15,29.4696431918149,"down"
"Sptb",3.47129610170925,3.57845114191615,50.1084796241857,4.65138148202306e-17,2.0359422639785e-15,29.4566340141503,"up"
"Ppp2r5b",1.03691800983497,7.92564369216322,49.919430425477,4.90007520939833e-17,2.13798837072923e-15,29.4022848375883,"up"
"2310022B05Rik",-0.999456436159833,7.83763986187617,-49.8910027136098,4.93868822617306e-17,2.14801680318109e-15,29.3940937038094,"down"
"Acsl5",1.07288259332347,7.51047681225818,49.68757025692,5.22470936931015e-17,2.25994193650712e-15,29.3353346711562,"up"
"Stk10",1.32394605992386,6.96499397888891,49.6759938256672,5.24151079822291e-17,2.25994193650712e-15,29.3319834300867,"up"
"Tmem184a",6.64360089515167,3.06712227355948,49.6641196950254,5.25880447089802e-17,2.25994193650712e-15,29.3285451639704,"up"
"9930111J21Rik2",3.97070472955531,3.0405379241297,49.6620690223595,5.26179729105267e-17,2.25994193650712e-15,29.3279512857909,"up"
"Aifm1",1.39763100125165,6.59635349368914,49.5947918574671,5.36100328596585e-17,2.29537785552382e-15,29.308453541956,"up"
"Serpinb6b",1.30747588372098,7.11481336801935,49.4390078665021,5.59849946753533e-17,2.38962039384489e-15,29.2631995902469,"up"
"Cdc42ep3",-1.39059273325838,6.38046184607426,-49.3720166615578,5.70407442268738e-17,2.42714547570945e-15,29.2436935727983,"down"
"Kif21b",-1.61598691383866,5.83222061569964,-49.3357911904834,5.76205125425832e-17,2.44424791476933e-15,29.2331342298229,"down"
"Rai14",0.979728156613714,8.09678832185704,49.3050038979889,5.81182115352628e-17,2.4577744595097e-15,29.2241537182526,"up"
"Msmo1",1.42505678218708,6.8854251483342,49.258850108617,5.88729718036842e-17,2.48205559653324e-15,29.2106799410795,"up"
"Acot7",1.02761805777169,7.61550574782868,49.1994186070445,5.98603749595252e-17,2.5150452202958e-15,29.1933106252899,"up"
"Gas1",-1.07912689393352,8.55002280600825,-49.1801366474416,6.01845298277296e-17,2.5150452202958e-15,29.1876706365044,"down"
"Nfe2l2",1.12135066544716,7.73333400919354,49.1789557121225,6.02044439375232e-17,2.5150452202958e-15,29.1873251372644,"up"
"Sema3d",1.10106215446785,7.73556835904899,48.999887343915,6.33073787352869e-17,2.63665640405389e-15,29.1348361275604,"up"
"Dstn",0.958911612653024,8.21268352801203,48.9439430093902,6.43115973626601e-17,2.670388501971e-15,29.1183966954447,"up"
"Adcyap1r1",5.23771176366316,2.26009733664463,48.8730830622394,6.56081315658026e-17,2.71601855494094e-15,29.0975462128124,"up"
"Arhgap18",1.61737899576379,5.62797434920737,48.8001878974716,6.69711869315508e-17,2.76412009966137e-15,29.0760640735564,"up"
"Pkp1",6.01364700396003,2.12160393318305,48.7604321376975,6.77273375764762e-17,2.78695966362601e-15,29.0643340371754,"up"
"Wipi1",-1.58280712514644,6.23776345808778,-48.6994094402423,6.89058408862537e-17,2.82699067803185e-15,29.0463098007196,"down"
"Avpi1",1.27634919940984,6.97643193373843,48.6055179767639,7.07622563560498e-17,2.89451324808794e-15,29.0185312852481,"up"
"B4galt1",0.930272965990021,9.30637225411966,48.5588814527016,7.17042124273874e-17,2.92434034303268e-15,29.0047127941466,"up"
"Ppfibp2",3.33112875566857,3.7548925867525,48.5445878106982,7.19955966661032e-17,2.92753692478971e-15,29.0004748023558,"up"
"Scoc",-1.1779489612383,7.15187115743299,-48.510812982504,7.26891708049543e-17,2.93980145132917e-15,28.9904555900054,"down"
"Tmod3",1.18853621623767,7.27593516551183,48.5029049578128,7.28525964602778e-17,2.93980145132917e-15,28.988108649567,"up"
"Crip2",1.11346917987029,7.80332824452772,48.4987362856699,7.29389038782921e-17,2.93980145132917e-15,28.9868713128338,"up"
"Hpcal1",1.53924968779459,5.77123733731147,48.4768720746025,7.33933747757253e-17,2.94946942373558e-15,28.9803798142136,"up"
"Slc25a13",1.30980436118651,6.68992872963228,48.4535280743577,7.38819568265052e-17,2.96044785604515e-15,28.9734456103395,"up"
"B4galnt1",-3.3406593050473,3.76019883625749,-48.2164508843743,7.90461452096954e-17,3.15816924349434e-15,28.902826162124,"down"
"Pxylp1",-2.87771034120601,3.75201233670064,-48.0495242174899,8.29137220489837e-17,3.30309042272821e-15,28.8528864122998,"down"
"Nfkbiz",-2.6217114171935,4.72074058038876,-47.9586713874939,8.51035367232177e-17,3.3805289269477e-15,28.8256301573832,"down"
"P3h3",-4.52215476112403,3.4644001419116,-47.9373448482676,8.56264991554464e-17,3.38713800755742e-15,28.8192243436194,"down"
"Ermp1",-0.892652131080329,8.50256207118596,-47.9303011050044,8.57999793340034e-17,3.38713800755742e-15,28.8171079783406,"down"
"Hmgcs1",1.04882639916971,8.55253096465274,47.9218243644711,8.60092523746755e-17,3.38713800755742e-15,28.8145606268104,"up"
"Gata6",-0.949069053469905,8.04571976107504,-47.9078303256601,8.63559340111594e-17,3.39107416299821e-15,28.8103542458446,"down"
"Adamts14",-1.88172703518594,5.02035027866996,-47.8691908650967,8.73209697226416e-17,3.41920059221648e-15,28.7987332354551,"down"
"Idi1",1.87326525713401,5.58732628649134,47.8270240993203,8.83873064139415e-17,3.45112255498072e-15,28.7860402725055,"up"
"Cerk",1.12700803959569,7.61610282986321,47.7823830693702,8.9531440171759e-17,3.48582036829201e-15,28.7725898680839,"up"
"Tnfrsf12a",1.64592860549548,6.91789947420243,47.7726418447531,8.9783207972597e-17,3.48582036829201e-15,28.7696530929861,"up"
"Hook2",-1.89756795399059,5.67366359188765,-47.7328547301986,9.08194365625614e-17,3.51611925666435e-15,28.7576516660783,"down"
"Olr1",1.84700981225066,5.19015143726539,47.6989399038996,9.17128471142193e-17,3.54073418746581e-15,28.7474133772926,"up"
"Cp",-1.22732066360874,8.25699448142015,-47.6644266290566,9.26317002823245e-17,3.56619072459459e-15,28.7369866827245,"down"
"Zfp703",1.39067005405698,6.23987429797361,47.6007933234707,9.43517892368262e-17,3.62226533874564e-15,28.7177421121871,"up"
"Ccng1",-1.06148445013321,7.14774302297785,-47.5645608110754,9.53464695175194e-17,3.64945091771928e-15,28.7067724335146,"down"
"Mgst2",-4.0138568594762,3.09159100167313,-47.5557164845599,9.55909728156971e-17,3.64945091771928e-15,28.7040934299652,"down"
"Arf2",1.95223357554743,5.88529761380645,47.4542688053868,9.84440818340585e-17,3.74796526517258e-15,28.6733273231424,"up"
